country,city,region,type,size,sports,percentage,Links,logo,Music,University
Malaysia,Shah Alam,Asia,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universiti-teknologi-mara-uitm,https://www.topuniversities.com/sites/default/files/universiti-teknologi-mara-uitm_732_small.jpg,YES,Universiti Teknologi MARA - UiTM
Malaysia,Sintok,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/universiti-utara-malaysia-uum,https://www.topuniversities.com/sites/default/files/universiti-utara-malaysia-uum_388_small.jpg,YES,Universiti Utara Malaysia (UUM)
Bahrain,Zallaq,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/university-bahrain,https://www.topuniversities.com/sites/default/files/university-of-bahrain_592560cf2aeae70239af5449_small.jpg,YES,University of Bahrain
Italy,Bari,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/university-bari,https://www.topuniversities.com/sites/default/files/university-of-bari_45_small.jpg,YES,University of Bari
Serbia,Belgrade,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-belgrade,https://www.topuniversities.com/sites/default/files/university-of-belgrade_2243_small.jpg,YES,University of Belgrade
Indonesia,Malang,Asia,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universitas-brawijaya,https://www.topuniversities.com/sites/default/files/university-of-brawijaya_761_small.jpg,YES,Universitas Brawijaya 
Italy,Brescia,Europe,Public,M,VollyBall,A,https://www.topuniversities.com/universities/university-brescia,https://www.topuniversities.com/sites/default/files/university-of-brescia_592560cf2aeae70239af5666_small.jpg,NO,University of Brescia
Romania,Bucharest,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/university-bucharest,https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg,YES,University of Bucharest
United States,Orlando,North America,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-central-florida,https://www.topuniversities.com/sites/default/files/university-of-central-florida_209_small.jpg,YES,University of Central Florida
United Kingdom,Preston,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-central-lancashire,https://www.topuniversities.com/sites/default/files/university-of-central-lancashire_113_small.jpg,YES,University of Central Lancashire
Sri Lanka,Horana,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/university-colombo,https://www.topuniversities.com/sites/default/files/university-of-colombo_592560cf2aeae70239af4b0a_small.jpg,YES,University of Colombo
Bangladesh,Dhaka,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-dhaka,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_small.jpg,YES,University of Dhaka
United Kingdom,London,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/university-east-london,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-71-48x48.jpg,YES,University of East London
Pakistan,Lahore,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/university-engineering-technology-uet-lahore,https://www.topuniversities.com/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,YES,University of Engineering & Technology (UET) Lahore
Ghana,Legon,Africa,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-ghana,https://www.topuniversities.com/sites/default/files/university-of-ghana_15046_small.jpg,YES,University of Ghana
United Kingdom,London,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-greenwich,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg,YES,University of Greenwich
United Kingdom,Hatfield,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-hertfordshire,https://www.topuniversities.com/sites/default/files/university-of-hertfordshire_592560cf2aeae70239af50de_small.jpg,YES,University of Hertfordshire
United Kingdom,Huddersfield,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/university-huddersfield,https://www.topuniversities.com/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg,YES,University of Huddersfield
Pakistan,Karachi,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-karachi,https://www.topuniversities.com/sites/default/files/university-of-karachi_592560cf2aeae70239af4d40_small.jpg,YES,University of Karachi
Iraq,Kufa,Asia,Public,L,Football,D,https://www.topuniversities.com/universities/university-kufa,https://www.topuniversities.com/sites/default/files/university-of-kufa_592560cf2aeae70239af5696_small.jpg,YES,University of Kufa
Pakistan,Lahore,Asia,Private,XL,Cricket,A,https://www.topuniversities.com/universities/university-lahore,https://www.topuniversities.com/sites/default/files/the-university-of-lahore_592560cf2aeae70239af4bda_small.jpg,YES,The University of Lahore
Slovenia,Maribor,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/university-maribor,https://www.topuniversities.com/sites/default/files/university-of-maribor_592560cf2aeae70239af509c_small.jpg,YES,University of Maribor
United States,Missoula,North America,Public,M,VollyBall,D,https://www.topuniversities.com/universities/university-montana-missoula,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,NO,University of Montana Missoula 
India,Mumbai,Asia,Public,S,Tanis,C,https://www.topuniversities.com/universities/university-mumbai,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,NO,University of Mumbai
Kenya,Nairobi,Africa,Public,XL,Cricket,B,https://www.topuniversities.com/universities/university-nairobi,https://www.topuniversities.com/sites/default/files/university-of-nairobi_15043_small.jpg,YES,University of Nairobi
Australia,Armidale,Oceania,Public,L,Football,A,https://www.topuniversities.com/universities/university-new-england-australia,https://www.topuniversities.com/sites/default/files/university-of-new-england-australia_592560cf2aeae70239af4dd3_small.jpg,YES,University of New England Australia
Hungary,PÃƒÂ©cs,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/university-pecs,https://www.topuniversities.com/sites/default/files/university-of-pcs_592560cf2aeae70239af4fff_small.jpg,YES,University of Pecs
India,Pune,Asia,Public,S,Tanis,A,https://www.topuniversities.com/universities/savitribai-phule-pune-university,https://www.topuniversities.com/sites/default/files/university-of-pune_592560cf2aeae70239af4c80_small.jpg,NO,Savitribai Phule Pune University
United Kingdom,Salford,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-salford,https://www.topuniversities.com/sites/default/files/university-of-salford_592560cf2aeae70239af4ca5_small.jpg,YES,University of Salford
United States,San Diego,North America,Private,M,VollyBall,C,https://www.topuniversities.com/universities/university-san-diego,https://www.topuniversities.com/sites/default/files/university-of-san-diego_592560cf2aeae70239af4ca6_small.jpg,NO,University of San Diego
United States,San Francisco,North America,Private,M,VollyBall,B,https://www.topuniversities.com/universities/university-san-francisco,https://www.topuniversities.com/sites/default/files/university-of-san-francisco_592560cf2aeae70239af4d4a_small.jpg,NO,University of San Francisco
Philippines,Manila,Asia,Private,L,Football,C,https://www.topuniversities.com/universities/university-santo-tomas,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg,YES,University of Santo Tomas
Australia,Toowoomba,Oceania,Public,M,VollyBall,D,https://www.topuniversities.com/universities/university-southern-queensland,https://www.topuniversities.com/sites/default/files/university-of-southern-queensland-_592560cf2aeae70239af4dd1_small.jpg,NO,University of Southern Queensland 
United States,Stockton,North America,Private,M,VollyBall,A,https://www.topuniversities.com/universities/university-pacific,https://www.topuniversities.com/sites/default/files/university-of-the-pacific_592560cf2aeae70239af4c6b_small.jpg,NO,University of the Pacific
South Africa,Cape Town,Africa,Public,L,Football,B,https://www.topuniversities.com/universities/university-western-cape,https://www.topuniversities.com/sites/default/files/university-of-the-western-cape_592560cf2aeae70239af4f56_small.jpg,YES,University of the Western Cape
United States,Tulsa,North America,Private,S,Tanis,E,https://www.topuniversities.com/universities/university-tulsa,https://www.topuniversities.com/sites/default/files/university-of-tulsa_592560cf2aeae70239af4dae_small.jpg,NO,University of Tulsa
Poland,Wroclaw,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/university-wroclaw,https://www.topuniversities.com/sites/default/files/university-of-wroclaw_1465_small.jpg,YES,University of Wroclaw
United States,Laramie,North America,Public,M,VollyBall,B,https://www.topuniversities.com/universities/university-wyoming,https://www.topuniversities.com/sites/default/files/university-of-wyoming_592560cf2aeae70239af51ca_small.jpg,NO,University of Wyoming
France,Toulouse,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/universite-de-toulouse-ii-le-mirail,https://www.topuniversities.com/sites/default/files/universit-de-toulouse-ii-le-mirail_621_small.jpg,YES,Universitas© de Toulouse II-Le Mirail
United States,Logan,North America,Public,L,Football,E,https://www.topuniversities.com/universities/utah-state-university,https://www.topuniversities.com/sites/default/files/utah-state-university-_592560cf2aeae70239af51cb_small.jpg,YES,Utah State University 
Italy,Verona,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/verona-university,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_small.jpg,YES,Verona University
Lithuania,Vilnius,Europe,Public,M,VollyBall,E,https://www.topuniversities.com/universities/vilnius-gediminas-technical-university,https://www.topuniversities.com/sites/default/files/vilnius-gediminas-technical-university_14346_small.jpg,NO,Vilnius Gediminas Technical University
Russia,Voronezh,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/voronezh-state-university,https://www.topuniversities.com/sites/default/files/voronezh-state-university_1499_small.jpg,YES,Voronezh State University
Lithuania,Kaunas,Europe,Public,M,VollyBall,C,https://www.topuniversities.com/universities/vytautas-magnus-university,https://www.topuniversities.com/sites/default/files/vytautas-magnus-university_592560cf2aeae70239af5032_small.jpg,NO,Vytautas Magnus University
Romania,TimiÃˆâ„¢oara,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/universitatea-de-vest-din-timisoara-west-university-timisoara,https://www.topuniversities.com/sites/default/files/universitatea-de-vest-din-timisoara-west-university-of-timisoara_592560cf2aeae70239af5054_small.jpg,YES,Universitatea de Vest din Timisoara /  West University of Timisoara
Japan,Yamaguchi City,Asia,Public,M,VollyBall,D,https://www.topuniversities.com/universities/yamaguchi-university,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,NO,Yamaguchi University 
Japan,Yokohama City,Asia,Public,M,VollyBall,C,https://www.topuniversities.com/universities/yokohama-national-university,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,NO,Yokohama National University
United States,San Francisco,North America,Public,S,Tanis,C,https://www.topuniversities.com/universities/university-california-san-francisco,https://www.topuniversities.com/sites/default/files/university-of-california-san-francisco_90_small.jpg,NO,"University of California, San Francisco"
Sweden,Stockholm,Europe,Public,M,VollyBall,A,https://www.topuniversities.com/universities/karolinska-institutet,https://www.topuniversities.com/sites/default/files/karolinska-institutet_311_small.jpg,NO,Karolinska Institutet
India,New Delhi,Asia,Public,M,VollyBall,E,https://www.topuniversities.com/universities/jawaharlal-nehru-university,https://www.topuniversities.com/sites/default/files/jawaharlal-nehru-university_302_small.jpg,NO,Jawaharlal Nehru University
France,Fontainebleau,Europe,Private,S,Tanis,C,https://www.topuniversities.com/universities/insead,https://www.topuniversities.com/sites/default/files/insead_592560cf2aeae70239af4ba8_small.jpg,NO,INSEAD
United Kingdom,London,Europe,Public,S,Tanis,C,https://www.topuniversities.com/universities/london-business-school,https://www.topuniversities.com/sites/default/files/london-business-school_592560cf2aeae70239af4be5_small.jpg,NO,London Business School
Israel,Rehovot,Asia,Public,S,Tanis,E,https://www.topuniversities.com/universities/weizmann-institute-science,https://www.topuniversities.com/sites/default/files/weizmann-institute-of-science_671_small.jpg,NO,Weizmann Institute of Science
United States,Houston,North America,Private,S,Tanis,D,https://www.topuniversities.com/universities/baylor-college-medicine,https://www.topuniversities.com/sites/default/files/baylor-college-of-medicine_48_small.jpg,NO,Baylor College of Medicine
Norway,Oslo,Europe,Private,L,Football,E,https://www.topuniversities.com/universities/bi-norwegian-business-school,https://www.topuniversities.com/sites/default/files/bi-norwegian-business-school_592560cf2aeae70239af4abb_small.jpg,YES,BI Norwegian Business School
Denmark,Frederiksberg,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/copenhagen-business-school,https://www.topuniversities.com/sites/default/files/copenhagen-business-school_710_small.jpg,YES,Copenhagen Business School
